PIC_ID,WETLAND_NAME,ADDRESS,LATITUDE,LONGITUDE,WETLAND_TYPE
504,벌교천 하구습지,전라남도 보성군 벌교읍 회정리,"N34°50’14.92""","E127°21’23.95""",하구염습지
505,연수동습지,전라남도 장성군 북이면 사거리,"N35°26’00.36""","E126°48’47.98""",소택지
506,은선동습지,전라남도 장성군 북하면 신성리,"N35°28’43.04""","E126°48’55.84""",저습지
507,입암산습지,전라남도 장성군 북하면 신성리,"N35°28’45.54""","E126°49’34.59""",소택지
508,송산제습지(장성),전라남도 장성군 북이면 오월리,"N35°25’13.58""","E126°49’01.39""",담수호습지
509,장성호습지,전라남도 장성군 북하면 동현리,"N35°23’40.34""","E126°50’46.61""",담수호습지
510,세낙강보습지,전라남도 장성군 황룡면 옥정리,"N35°16’12.88""","E126°44’55.72""",하도습지
511,장성하천습지,전라남도 장성군 황룡면 장산리,"N35°17’32.15""","E126°46’14.91""",하도습지
512,부흥습지,전라남도 장성군 장성읍 야은리,"N35°20’11.28""","E126°48’29.16""",하도습지
513,상오습지,전라남도 장성군 장성읍 백계리,"N35°20’45.52""","E126°49’02.84""",하도습지
514,장안습지,전라남도 장성군 장성읍 장안리,"N35°18’32.71""","E126°47’13.20""",하도습지
515,장진보습지,전라남도 장성군 황룡면 와룡리,"N35°16’41.42""","E126°45’24.71""",하도습지
516,죽분제습지,전라남도 장성군 진원면 산정리,"N35°15’03.47""","E126°48’47.82""",담수호습지
517,천변습지,전라남도 담양군 담양읍 강쟁리,"N35°18’55.60""","E126°57’41.63""",하도습지
518,담양하천습지,전라남도 담양군 대전면 강의리,"N35°15’34.84""","E126°54’40.71""",하도습지
519,남산습지,전라남도 담양군 봉산면 대추리,"N35°16’41.03""","E126°57’04.17""",하도습지
520,양지습지,전라남도 담양군 봉산면 양지리,"N35°15’19.26""","E126°56’44.78""",하도습지
521,삼지보습지,전라남도 담양군 수북면 정중리,"N35°16’12.63""","E126°56’14.10""",하도습지
522,임곡습지,전라남도 장성군 동화면 구룡리,"N35°12’54.46""","E126°44’42.61""",하도습지
523,섬톱습지,전라남도 장성군 동화면 송계리,"N35°10’26.06""","E126°44’35.83""",하도습지
524,길남보습지,전라남도 장성군 동화면 월산리,"N35°14’18.52""","E126°44’02.49""",하도습지
525,송산습지,전라남도 나주시 노안면 계림리,"N35°09’20.51""","E126°44’15.73""",하도습지
526,장제동습지,전라남도 함평군 나산면 수하리,"N35°06’33.41""","E126°36’06.83""",하도습지
527,삼축습지,전라남도 함평군 나산면 삼축리,"N35°07’16.54""","E126°37’06.39""",하도습지
528,금곡보습지,전라남도 나주시 문평면 북동리,"N35°04’56.86""","E126°35’41.53""",하도습지
529,고막원습지,전라남도 함평군 학교면 복천리,"N35°02’47.43""","E126°35’20.43""",하도습지
530,진례들습지,전라남도 함평군 학교면 석정리,"N34°59’50.44""","E126°35’38.09""",우각호습지
531,함평습지,전라남도 함평군 학교면 월산리,"N35°02’22.52""","E126°31’39.39""",하도습지
532,대동제습지,전라남도 함평군 대동면 연암리,"N35°07’22.18""","E126°31’49.17""",담수호습지
533,삼도동습지,전라남도 나주시 삼도동,"N35°01’52.07""","E126°44’09.15""",하도습지
534,학산리습지,전라남도 나주시 금천면 원곡리,"N35°02’52.08""","E126°44’35.56""",하도습지
535,문평습지,전라남도 나주시 다시면 영동리,"N35°00’12.12""","E126°38’16.77""",하도습지
536,영산습지,전라남도 나주시 영산동,"N35°00’26.60""","E126°43’13.14""",하도습지
537,노안2호제습지,전라남도 나주시 노안면 영평리,"N35°04’04.36""","E126°42’39.53""",담수호습지
538,노안1호제습지,전라남도 나주시 노안면 안산리,"N35°05’08.55""","E126°42’24.35""",담수호습지
539,오정제습지,전라남도 나주시 노안면 오정리,"N35°05’36.15""","E126°41’37.77""",담수호습지
540,대호제습지,전라남도 나주시 대호동,"N35°02’27.02""","E126°43’12.03""",담수호습지
541,칠전제습지,전라남도 나주시 대호동,"N35°03’31.57""","E126°43’02.85""",담수호습지
542,되정못습지,전라남도 나주시 삼도동,"N35°01’12.64""","E126°43’55.28""",우각호습지
543,장록습지,전라남도 나주시 노안면 유곡리,"N35°08’33.15""","E126°46’33.81""",하도습지
544,동림습지,전라남도 장성군 남면 월정리,"N35°10’49.23""","E126°50’52.99""",하도습지
545,연제습지,전라남도 장성군 남면 삼태리,"N35°11’50.97""","E126°51’23.45""",하도습지
